Provider #,Campus #,Program #,TWIST Provider ID,TWIST Program ID,Program Status,Provider Name,Description Of Provider,Provider URL,Institution Type,Campus Name,Campus Address1,Campus Address2,Campus City,Campus State,Campus Zip Code,Campus County,"Information:
Public Transit?","Information:
Onsite Childcare?","Information:
Flexible Hours?",Program Name,Program Description,Pell Eligible,Academic PreRequisites,Program URL,Program Outcome,Associated Credential Name,"Length:
Contact Hours","Length:
Weeks",Program Format,Occupation Code 1,Occupation Code 2,Occupation Code 3," Required Cost:
Tuition & Fees ","Required Cost Description:
Tuition & Fees"," Required Cost:
Books Supplies ","Required Cost Description:
Books Supplies"," Optional Cost:
Other ","Optional Cost Description:
Other"," (Out Of District)
Cost: 
Tuition & Fees ","(Out Of District)
Cost Description:
 Tuition & Fees",Number Of Apprentices,Program Start Date,Program Last Update Date
10013,20049,30169,72465,106975,Approved,Texas Premier Technology Institute Inc.,"Texas Premier Technology Institute, Inc., (TPTI) is a Texas Non-Profit Corporation � Licensed Career School of Texas (S4597) established to prepare students for the burgeoning Information Technology industry. Our integrated instruction and programs prepare students to excel in the competitive world of technology. Upon completion, TPTI students are also prepared to take exams offered by our partner channels: Microsoft IT Academy, Cisco Net Academy and CompTIA.",http://tpti.us,Private non-profit,Main Campus,5300 W Arkansas Ln,STE #116,Arlington,TX,76016,Tarrant,,,,Computer System Analyst / Office 365 Administrator Associate Program,Computer Systems Analysis/Analyst,No,INVALID CODE,,INVALID CODE,MCSA-Office 365,200,,Distance Education,15112100,,, 7300 ,, 200 ,,,,,,,"October 11, 2019 2:17 PM","August 19, 2020 8:49 AM"
10013,20049,30170,72465,106976,Approved,Texas Premier Technology Institute Inc.,"Texas Premier Technology Institute, Inc., (TPTI) is a Texas Non-Profit Corporation � Licensed Career School of Texas (S4597) established to prepare students for the burgeoning Information Technology industry. Our integrated instruction and programs prepare students to excel in the competitive world of technology. Upon completion, TPTI students are also prepared to take exams offered by our partner channels: Microsoft IT Academy, Cisco Net Academy and CompTIA.",http://tpti.us,Private non-profit,Main Campus,5300 W Arkansas Ln,STE #116,Arlington,TX,76016,Tarrant,,,,Database Administrator Associate Program,Data Modeling/Warehousing and Database Administration,No,INVALID CODE,,INVALID CODE,MTA - Database,200,,Distance Education,15114200,,, 7000 ,, 200 ,,,,,,,"October 11, 2019 2:17 PM","August 19, 2020 8:49 AM"
10013,20049,30171,72465,106977,Approved,Texas Premier Technology Institute Inc.,"Texas Premier Technology Institute, Inc., (TPTI) is a Texas Non-Profit Corporation � Licensed Career School of Texas (S4597) established to prepare students for the burgeoning Information Technology industry. Our integrated instruction and programs prepare students to excel in the competitive world of technology. Upon completion, TPTI students are also prepared to take exams offered by our partner channels: Microsoft IT Academy, Cisco Net Academy and CompTIA.",http://tpti.us,Private non-profit,Main Campus,5300 W Arkansas Ln,STE #116,Arlington,TX,76016,Tarrant,,,,IT Help Desk / End User Support Specialist Program,Computer Support Specialist,No,INVALID CODE,,INVALID CODE,A+,160,,Distance Education,15115100,,, 5200 ,, 200 ,,,,,,,"October 11, 2019 2:17 PM","August 19, 2020 8:49 AM"
10013,20049,30172,72465,106978,Approved,Texas Premier Technology Institute Inc.,"Texas Premier Technology Institute, Inc., (TPTI) is a Texas Non-Profit Corporation � Licensed Career School of Texas (S4597) established to prepare students for the burgeoning Information Technology industry. Our integrated instruction and programs prepare students to excel in the competitive world of technology. Upon completion, TPTI students are also prepared to take exams offered by our partner channels: Microsoft IT Academy, Cisco Net Academy and CompTIA.",http://tpti.us,Private non-profit,Main Campus,5300 W Arkansas Ln,STE #116,Arlington,TX,76016,Tarrant,,,,IT Security Administrator Associate Program,Computer and Information Systems Security/Information Assurance,No,INVALID CODE,,INVALID CODE,Seucity+ | CCNA,240,,Distance Education,15114200,,, 7000 ,, 200 ,,,,,,,"October 11, 2019 2:17 PM","August 19, 2020 8:49 AM"
10013,20049,30173,72465,106979,Approved,Texas Premier Technology Institute Inc.,"Texas Premier Technology Institute, Inc., (TPTI) is a Texas Non-Profit Corporation � Licensed Career School of Texas (S4597) established to prepare students for the burgeoning Information Technology industry. Our integrated instruction and programs prepare students to excel in the competitive world of technology. Upon completion, TPTI students are also prepared to take exams offered by our partner channels: Microsoft IT Academy, Cisco Net Academy and CompTIA.",http://tpti.us,Private non-profit,Main Campus,5300 W Arkansas Ln,STE #116,Arlington,TX,76016,Tarrant,,,,Network Systems Administrator Associate Program,Network and System Administration/Administrator,No,INVALID CODE,,INVALID CODE,Network+ | Server+ | MTA IT Infrastructure,232,,Distance Education,15114200,,, 7540 ,, 200 ,,,,,,,"October 11, 2019 2:17 PM","August 19, 2020 8:49 AM"
10013,20049,30168,72465,106974,Approved,Texas Premier Technology Institute Inc.,"Texas Premier Technology Institute, Inc., (TPTI) is a Texas Non-Profit Corporation � Licensed Career School of Texas (S4597) established to prepare students for the burgeoning Information Technology industry. Our integrated instruction and programs prepare students to excel in the competitive world of technology. Upon completion, TPTI students are also prepared to take exams offered by our partner channels: Microsoft IT Academy, Cisco Net Academy and CompTIA.",http://tpti.us,Private non-profit,Main Campus,5300 W Arkansas Ln,STE #116,Arlington,TX,76016,Tarrant,,,,Network Systems Administrator Associate Program,Network and System Administration/Administrator,No,INVALID CODE,,INVALID CODE,,232,,In-person,15114200,,,,,,,,,,,,"October 11, 2019 2:17 PM","August 19, 2020 8:49 AM"
10013,20049,30174,72465,106980,Approved,Texas Premier Technology Institute Inc.,"Texas Premier Technology Institute, Inc., (TPTI) is a Texas Non-Profit Corporation � Licensed Career School of Texas (S4597) established to prepare students for the burgeoning Information Technology industry. Our integrated instruction and programs prepare students to excel in the competitive world of technology. Upon completion, TPTI students are also prepared to take exams offered by our partner channels: Microsoft IT Academy, Cisco Net Academy and CompTIA.",http://tpti.us,Private non-profit,Main Campus,5300 W Arkansas Ln,STE #116,Arlington,TX,76016,Tarrant,,,,Private Cloud Administrator Associate Program,Network and System Administration/Administrator,No,INVALID CODE,,INVALID CODE,MCSE-Private Cloud,200,,Distance Education,15114200,,, 7600 ,, 200 ,,,,,,,"October 11, 2019 2:17 PM","August 19, 2020 8:49 AM"
10013,20049,30167,72465,106973,Approved,Texas Premier Technology Institute Inc.,"Texas Premier Technology Institute, Inc., (TPTI) is a Texas Non-Profit Corporation � Licensed Career School of Texas (S4597) established to prepare students for the burgeoning Information Technology industry. Our integrated instruction and programs prepare students to excel in the competitive world of technology. Upon completion, TPTI students are also prepared to take exams offered by our partner channels: Microsoft IT Academy, Cisco Net Academy and CompTIA.",http://tpti.us,Private non-profit,Main Campus,5300 W Arkansas Ln,STE #116,Arlington,TX,76016,Tarrant,,,,Software Solutions Developer Associate Program,Computer Programming/Programmer General,No,INVALID CODE,,INVALID CODE,MTA-Developer,200,,Distance Education,15113300,,, 7000 ,, 200 ,,,,,,,"October 11, 2019 2:17 PM","August 19, 2020 8:49 AM"
1006,1745,11124,72408,106287,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,BOOKKEEPING AND QUICKBOOKS ACCOUNTING,Accounting Technology/Technician and Bookkeeping,No,High School Diploma or Equivalent,https://tscer.org/bookkeeping-certification-quickbooks-classes-near-me/,Community college certificate of completion,Intuit Quickbooks Pro Advisor,64,1,Distance Education,43303100,13201100,, 7500 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
1006,1745,11118,72408,106281,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,BUSINESS ANALYST FOR IT PROFESSIONALS,Computer Systems Analysis/Analyst,No,High School Diploma or Equivalent,https://tscer.org/business-analyst-certification/,Community college certificate of completion,Certificate of Business Analyst by IIBA,52,1,Distance Education,15114100,15112100,, 7500 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
1006,1745,11119,72408,106282,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,CERTIFICATE OF CLOUD SECURITY PROFESSIONAL,Computer Systems Networking and Telecommunications,No,High School Diploma or Equivalent,https://tscer.org/cloud-security-professional-certification/,Community college certificate of completion,Comptia Security+,64,1,Distance Education,15114200,15112100,, 7500 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
1006,1745,11120,72408,106283,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,CERTIFICATE OF NETWORK ADMINISTRATOR,Computer Systems Networking and Telecommunications,No,High School Diploma or Equivalent,https://tscer.org/ccna-certified-network-administrator/,Community college certificate of completion,Comptia A+,64,1,Distance Education,15114200,15112100,, 7500 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
1006,1745,31368,72408,107804,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Classroom - Amazon AWS,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/upcoming-courses/amazon-aws-certification/,No credential - employment only,Amazon AWS,24,0,In-person,15114200,15112100,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31373,72408,107809,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Classroom - Big Data Analyst,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/hadoop-certification-training-big-data-analytics-course/,No credential - employment only,Cloudera Certified Associate,24,0,In-person,15114100,15113200,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31370,72408,107806,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Classroom - Microsoft Dynamics,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/upcoming-courses/microsoft-dynamics-certification/,No credential - employment only,MCSA: Microsoft Dynamics 365 Certification,24,0,In-person,15114100,15113200,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31378,72408,107814,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Classroom - SalesForce Certification,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/upcoming-courses/salesforce-certification/,No credential - employment only,SalesForce Certification,24,0,In-person,15114100,15113200,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31379,72408,107815,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Classroom - SAP FICO,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/sap-fico-training-classes/,No credential - employment only,SAP FICO,24,0,In-person,15113200,13201100,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31380,72408,107816,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Classroom - SAP HANA,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/sap-hana-training/,No credential - employment only,SAP HANA,24,0,In-person,15113200,15114100,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31376,72408,107812,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Classroom - Scrum Master,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/upcoming-courses/scrum-master-certification/,No credential - employment only,Scrum Master,24,0,In-person,15114100,15113200,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31381,72408,107817,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Classroom - Workday Certification,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/work-day/,No credential - employment only,Workday Certification,24,0,In-person,15113200,13119900,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,11121,72408,106284,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,COMPREHENSIVE MOBILE REPAIR TECHNICIAN,Automobile/Automotive Mechanics Technology/Technician,No,High School Diploma or Equivalent,https://tscer.org/cell_phone_repair_training_school_in_houston/,Community college certificate of completion,IFixit IT Cell Phone Tech,64,1,Distance Education,17302300,51404100,, 6000 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
1006,1745,11122,72408,106285,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,DIPLOMA IN DIGITAL MARKETING and SEARCH ENGINE OPTIMIZATION,Web/Multimedia Management and Webmaster,No,High School Diploma or Equivalent,https://tscer.org/seo-training-course-certification/,Community college certificate of completion,Professional Certified Marketing by AMA,64,1,Distance Education,15113400,15113200,, 7500 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
1006,1745,11123,72408,106286,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,DIPLOMA IN MEDICAL RECORD and HEALTH INFORMATION TECHNICIAN,Health Information/Medical Records Technology/Technician,No,High School Diploma or Equivalent,https://tscer.org/medical-record-health-information-technician/,Community college certificate of completion,Professional Medical Association,64,1,Distance Education,29207100,,, 7500 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
1006,1745,31369,72408,107805,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Distance - Amazon AWS,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/upcoming-courses/amazon-aws-certification/,No credential - employment only,Amazon AWS,24,0,Distance Education,15114200,15112100,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31382,72408,107818,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Distance - Big Data Analyst,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/hadoop-certification-training-big-data-analytics-course/,No credential - employment only,Cloudera Certified Associate,24,0,Distance Education,15114100,15113200,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31371,72408,107807,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Distance - Microsoft Dynamics,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/upcoming-courses/microsoft-dynamics-certification/,No credential - employment only,MCSA: Microsoft Dynamics 365 Certification,24,0,Distance Education,15114100,15113200,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31383,72408,107819,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Distance - SalesForce Certification,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/upcoming-courses/salesforce-certification/,No credential - employment only,SalesForce Certification,24,0,Distance Education,15114100,15113200,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31374,72408,107810,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Distance - SAP FICO,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/sap-fico-training-classes/,No credential - employment only,SAP FICO,24,0,Distance Education,15113200,13201100,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31375,72408,107811,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Distance - SAP HANA,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/sap-hana-training/,No credential - employment only,SAP HANA,24,0,Distance Education,15113200,15114100,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31372,72408,107808,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Distance - Scrum Master,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/upcoming-courses/scrum-master-certification/,No credential - employment only,Scrum Master,24,0,Distance Education,15114100,15113200,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31377,72408,107813,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Distance - Workday Certification,Computer and Information Sciences General,No,High School Diploma or Equivalent,https://tscer.org/work-day/,No credential - employment only,Workday Certification,24,0,Distance Education,15113200,13119900,, 7500 ,, 500 ,,,,,,,"July 14, 2020 11:36 AM","October 22, 2021 4:21 PM"
1006,1745,31120,72408,107600,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Hybrid-BOOKKEEPING AND QUICKBOOKS ACCOUNTING,Accounting Technology/Technician and Bookkeeping,No,High School Diploma or Equivalent,https://tscer.org/bookkeeping-certification-quickbooks-classes-near-me/,Community college certificate of completion,Intuit Quickbooks Pro Advisor,64,1,Hybrid,43303100,13201100,, 7500 ,, 500 ,,,,,,,"May 21, 2020 10:21 AM","October 22, 2021 4:21 PM"
1006,1745,31114,72408,107594,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Hybrid-BUSINESS ANALYST FOR IT PROFESSIONALS,Computer Systems Analysis/Analyst,No,High School Diploma or Equivalent,https://tscer.org/business-analyst-certification/,Community college certificate of completion,Certificate of Business Analyst by IIBA,52,1,Hybrid,15114100,15112100,, 7500 ,, 500 ,,,,,,,"May 21, 2020 10:21 AM","October 22, 2021 4:21 PM"
1006,1745,31115,72408,107595,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Hybrid-CERTIFICATE OF CLOUD SECURITY PROFESSIONAL,Computer Systems Networking and Telecommunications,No,High School Diploma or Equivalent,https://tscer.org/cloud-security-professional-certification/,Community college certificate of completion,Comptia Security+,64,1,Hybrid,15114200,15112100,, 7500 ,, 500 ,,,,,,,"May 21, 2020 10:21 AM","October 22, 2021 4:21 PM"
1006,1745,31116,72408,107596,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Hybrid-CERTIFICATE OF NETWORK ADMINISTRATOR,Computer Systems Networking and Telecommunications,No,High School Diploma or Equivalent,https://tscer.org/ccna-certified-network-administrator/,Community college certificate of completion,Comptia A+,64,1,Hybrid,15114200,15112100,, 7500 ,, 500 ,,,,,,,"May 21, 2020 10:21 AM","October 22, 2021 4:21 PM"
1006,1745,31117,72408,107597,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Hybrid-COMPREHENSIVE MOBILE REPAIR TECHNICIAN,Automobile/Automotive Mechanics Technology/Technician,No,High School Diploma or Equivalent,https://tscer.org/cell_phone_repair_training_school_in_houston/,Community college certificate of completion,IFixit IT Cell Phone Tech,64,1,Hybrid,17302300,51404100,, 6000 ,, 500 ,,,,,,,"May 21, 2020 10:21 AM","October 22, 2021 4:21 PM"
1006,1745,31118,72408,107598,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Hybrid-DIPLOMA IN DIGITAL MARKETING and SEARCH ENGINE OPTIMIZATION,Web/Multimedia Management and Webmaster,No,High School Diploma or Equivalent,https://tscer.org/seo-training-course-certification/,Community college certificate of completion,Professional Certified Marketing by AMA,64,1,Hybrid,15113400,15113200,, 7500 ,, 500 ,,,,,,,"May 21, 2020 10:21 AM","October 22, 2021 4:21 PM"
1006,1745,31119,72408,107599,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Hybrid-DIPLOMA IN MEDICAL RECORD and HEALTH INFORMATION TECHNICIAN,Health Information/Medical Records Technology/Technician,No,High School Diploma or Equivalent,https://tscer.org/medical-record-health-information-technician/,Community college certificate of completion,Professional Medical Association,64,1,Hybrid,29207100,,, 7500 ,, 500 ,,,,,,,"May 21, 2020 10:21 AM","October 22, 2021 4:21 PM"
1006,1745,31113,72408,107593,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,Hybrid-SAP HCM,Computer Programming Specific Applications,No,High School Diploma or Equivalent,https://tscer.org/sap-training/,Community college certificate of completion,SAP HCM Exam,64,1,Hybrid,15113200,13201100,, 7500 ,, 500 ,,,,,,,"May 21, 2020 10:21 AM","October 22, 2021 4:21 PM"
1006,1745,11117,72408,106280,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Dallas Campus,13140 COIT ROAD,SUITE 370,DALLAS,TX,75240,DALLAS,,,,SAP HCM,Computer Programming Specific Applications,No,High School Diploma or Equivalent,https://tscer.org/sap-training/,Community college certificate of completion,SAP HCM Exam,64,1,Distance Education,15113200,13201100,, 7500 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
1006,1802,11127,72408,106290,Approved,Texas School of Continuing Education and Recruitment,TSCER is a for profit high demand education career school. Approved by TWC with branches across Texas. 5 students per class we have our own unique style of continuing education.,https://tscer.org/,Private for-profit,Houston Campus,13017 Jess Pirtle Blvd,Suite 125,Sugar land,TX,77478,FORT BEND,,,,BOOKKEEPING AND QUICKBOOKS ACCOUNTING,Accounting Technology/Technician and Bookkeeping,No,High School Diploma or Equivalent,https://tscer.org/bookkeeping-certification-quickbooks-classes-near-me/,Community college certificate of completion,Intuit Quickbooks Pro Advisor,64,1,Distance Education,43303100,13201100,, 7500 ,, 500 ,,,,,,,"September 4, 2019 1:14 PM","October 22, 2021 4:21 PM"
